level,block_title,group_number,group_title,program_number,program_title
Бакалавриат,Математические и естественные науки,01.00.00,Математика и механика,01.03.01,Математика
Бакалавриат,Математические и естественные науки,01.00.00,Математика и механика,01.03.02,Прикладная математика и информатика
Бакалавриат,Математические и естественные науки,01.00.00,Математика и механика,01.03.03,Механика и математическое моделирование
Бакалавриат,Математические и естественные науки,01.00.00,Математика и механика,01.03.04,Прикладная математика
Бакалавриат,Математические и естественные науки,01.00.00,Математика и механика,01.03.05,Статистика
Бакалавриат,Математические и естественные науки,02.00.00,Компьютерные и информационные науки,02.03.01,Математика и компьютерные науки
Бакалавриат,Математические и естественные науки,02.00.00,Компьютерные и информационные науки,02.03.02,Фундаментальная информатика и информационные технологии
Бакалавриат,Математические и естественные науки,02.00.00,Компьютерные и информационные науки,02.03.03,Математическое обеспечение и администрирование информационных систем
Бакалавриат,Математические и естественные науки,03.00.00,Физика и астрономия,03.03.01,Прикладные математика и физика
Бакалавриат,Математические и естественные науки,03.00.00,Физика и астрономия,03.03.02,Физика
Бакалавриат,Математические и естественные науки,03.00.00,Физика и астрономия,03.03.03,Радиофизика
Бакалавриат,Математические и естественные науки,04.00.00,Химия,04.03.01,Химия
Бакалавриат,Математические и естественные науки,04.00.00,Химия,04.03.02,"Химия, физика и механика материалов"
Бакалавриат,Математические и естественные науки,05.00.00,Науки о земле,05.03.01,Геология
Бакалавриат,Математические и естественные науки,05.00.00,Науки о земле,05.03.02,География
Бакалавриат,Математические и естественные науки,05.00.00,Науки о земле,05.03.03,Картография и геоинформатика
Бакалавриат,Математические и естественные науки,05.00.00,Науки о земле,05.03.04,Гидрометеорология
Бакалавриат,Математические и естественные науки,05.00.00,Науки о земле,05.03.05,Прикладная гидрометеорология
Бакалавриат,Математические и естественные науки,05.00.00,Науки о земле,05.03.06,Экология и природопользование
Бакалавриат,Математические и естественные науки,06.00.00,Биологические науки,06.03.01,Биология
Бакалавриат,Математические и естественные науки,06.00.00,Биологические науки,06.03.02,Почвоведение
Бакалавриат,"Инженерное дело, технологии и технические науки",07.00.00,Архитектура,07.03.01,Архитектура
Бакалавриат,"Инженерное дело, технологии и технические науки",07.00.00,Архитектура,07.03.02,Реконструкция и реставрация архитектурного наследия
Бакалавриат,"Инженерное дело, технологии и технические науки",07.00.00,Архитектура,07.03.03,Дизайн архитектурной среды
Бакалавриат,"Инженерное дело, технологии и технические науки",07.00.00,Архитектура,07.03.04,Градостроительство
Бакалавриат,"Инженерное дело, технологии и технические науки",08.00.00,Техника и технологии строительства,08.03.01,Строительство
Бакалавриат,"Инженерное дело, технологии и технические науки",09.00.00,Информатика и вычислительная техника,09.03.01,Информатика и вычислительная техника
Бакалавриат,"Инженерное дело, технологии и технические науки",09.00.00,Информатика и вычислительная техника,09.03.02,Информационные системы и технологии
Бакалавриат,"Инженерное дело, технологии и технические науки",09.00.00,Информатика и вычислительная техника,09.03.03,Прикладная информатика
Бакалавриат,"Инженерное дело, технологии и технические науки",09.00.00,Информатика и вычислительная техника,09.03.04,Программная инженерия
Бакалавриат,"Инженерное дело, технологии и технические науки",10.00.00,Информационная безопасность,10.03.01,Информационная безопасность
Бакалавриат,"Инженерное дело, технологии и технические науки",11.00.00,"Электроника, радиотехника и системы связи",11.03.01,Радиотехника
Бакалавриат,"Инженерное дело, технологии и технические науки",11.00.00,"Электроника, радиотехника и системы связи",11.03.02,Инфокоммуникационные технологии и системы связи
Бакалавриат,"Инженерное дело, технологии и технические науки",11.00.00,"Электроника, радиотехника и системы связи",11.03.03,Конструирование и технология электронных средств
Бакалавриат,"Инженерное дело, технологии и технические науки",11.00.00,"Электроника, радиотехника и системы связи",11.03.04,Электроника и наноэлектроника
Бакалавриат,"Инженерное дело, технологии и технические науки",12.00.00,"Фотоника, приборостроение, оптические и биотехнические системы и технологии",12.03.01,Приборостроение
Бакалавриат,"Инженерное дело, технологии и технические науки",12.00.00,"Фотоника, приборостроение, оптические и биотехнические системы и технологии",12.03.02,Оптотехника
Бакалавриат,"Инженерное дело, технологии и технические науки",12.00.00,"Фотоника, приборостроение, оптические и биотехнические системы и технологии",12.03.03,Фотоника и оптоинформатика
Бакалавриат,"Инженерное дело, технологии и технические науки",12.00.00,"Фотоника, приборостроение, оптические и биотехнические системы и технологии",12.03.04,Биотехнические системы и технологии
Бакалавриат,"Инженерное дело, технологии и технические науки",12.00.00,"Фотоника, приборостроение, оптические и биотехнические системы и технологии",12.03.05,Лазерная техника и лазерные технологии
Бакалавриат,"Инженерное дело, технологии и технические науки",13.00.00,Электро - и теплоэнергетика,13.03.01,Теплоэнергетика и теплотехника
Бакалавриат,"Инженерное дело, технологии и технические науки",13.00.00,Электро - и теплоэнергетика,13.03.02,Электроэнергетика и электротехника
Бакалавриат,"Инженерное дело, технологии и технические науки",13.00.00,Электро - и теплоэнергетика,13.03.03,Энергетическое машиностроение
Бакалавриат,"Инженерное дело, технологии и технические науки",14.00.00,Ядерная энергетика и технологии,14.03.01,Ядерная энергетика и теплофизика
Бакалавриат,"Инженерное дело, технологии и технические науки",14.00.00,Ядерная энергетика и технологии,14.03.02,Ядерные физика и технологии
Бакалавриат,"Инженерное дело, технологии и технические науки",15.00.00,Машиностроение,15.03.01,Машиностроение
Бакалавриат,"Инженерное дело, технологии и технические науки",15.00.00,Машиностроение,15.03.02,Технологические машины и оборудование
Бакалавриат,"Инженерное дело, технологии и технические науки",15.00.00,Машиностроение,15.03.03,Прикладная механика
Бакалавриат,"Инженерное дело, технологии и технические науки",15.00.00,Машиностроение,15.03.04,Автоматизация технологических процессов и производств
Бакалавриат,"Инженерное дело, технологии и технические науки",15.00.00,Машиностроение,15.03.05,Конструкторско-технологическое обеспечение машиностроительных производств
Бакалавриат,"Инженерное дело, технологии и технические науки",15.00.00,Машиностроение,15.03.06,Мехатроника и робототехника
Бакалавриат,"Инженерное дело, технологии и технические науки",16.00.00,Физико-технические науки и технологии,16.03.01,Техническая физика
Бакалавриат,"Инженерное дело, технологии и технические науки",16.00.00,Физико-технические науки и технологии,16.03.02,Высокотехнологические плазменные и энергетические установки
Бакалавриат,"Инженерное дело, технологии и технические науки",16.00.00,Физико-технические науки и технологии,16.03.03,"Холодильная, криогенная техника и системы жизнеобеспечения"
Бакалавриат,"Инженерное дело, технологии и технические науки",17.00.00,Оружие и системы вооружения,17.03.01,Корабельное вооружение
Бакалавриат,"Инженерное дело, технологии и технические науки",18.00.00,Химические технологии,18.03.01,Химическая технология
Бакалавриат,"Инженерное дело, технологии и технические науки",18.00.00,Химические технологии,18.03.02,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии"
Бакалавриат,"Инженерное дело, технологии и технические науки",19.00.00,Промышленная экология и биотехнологии,19.03.01,Биотехнология
Бакалавриат,"Инженерное дело, технологии и технические науки",19.00.00,Промышленная экология и биотехнологии,19.03.02,Продукты питания из растительного сырья
Бакалавриат,"Инженерное дело, технологии и технические науки",19.00.00,Промышленная экология и биотехнологии,19.03.03,Продукты питания животного происхождения
Бакалавриат,"Инженерное дело, технологии и технические науки",19.00.00,Промышленная экология и биотехнологии,19.03.04,Технология продукции и организация общественного питания
Бакалавриат,"Инженерное дело, технологии и технические науки",20.00.00,Техносферная безопасность и природообустройство,20.03.01,Техносферная безопасность
Бакалавриат,"Инженерное дело, технологии и технические науки",20.00.00,Техносферная безопасность и природообустройство,20.03.02,Природообустройство и водопользование
Бакалавриат,"Инженерное дело, технологии и технические науки",21.00.00,"Прикладная геология, горное дело, нефтегазовое дело и геодезия",21.03.01,Нефтегазовое дело
Бакалавриат,"Инженерное дело, технологии и технические науки",21.00.00,"Прикладная геология, горное дело, нефтегазовое дело и геодезия",21.03.02,Землеустройство и кадастры
Бакалавриат,"Инженерное дело, технологии и технические науки",21.00.00,"Прикладная геология, горное дело, нефтегазовое дело и геодезия",21.03.03,Геодезия и дистанционное зондирование
Бакалавриат,"Инженерное дело, технологии и технические науки",22.00.00,Технологии материалов,22.03.01,Материаловедение и технологии материалов
Бакалавриат,"Инженерное дело, технологии и технические науки",22.00.00,Технологии материалов,22.03.02,Металлургия
Бакалавриат,"Инженерное дело, технологии и технические науки",23.00.00,Техника и технологии наземного транспорта,23.03.01,Технология транспортных процессов
Бакалавриат,"Инженерное дело, технологии и технические науки",23.00.00,Техника и технологии наземного транспорта,23.03.02,Наземные транспортно-технологические комплексы
Бакалавриат,"Инженерное дело, технологии и технические науки",23.00.00,Техника и технологии наземного транспорта,23.03.03,Эксплуатация транспортно-технологических машин и комплексов
Бакалавриат,"Инженерное дело, технологии и технические науки",24.00.00,Авиационная и ракетно-космическая техника,24.03.01,Ракетные комплексы и космонавтика
Бакалавриат,"Инженерное дело, технологии и технические науки",24.00.00,Авиационная и ракетно-космическая техника,24.03.02,Системы управления движением и навигация
Бакалавриат,"Инженерное дело, технологии и технические науки",24.00.00,Авиационная и ракетно-космическая техника,24.03.03,Баллистика и гидроаэродинамика
Бакалавриат,"Инженерное дело, технологии и технические науки",24.00.00,Авиационная и ракетно-космическая техника,24.03.04,Авиастроение
Бакалавриат,"Инженерное дело, технологии и технические науки",24.00.00,Авиационная и ракетно-космическая техника,24.03.05,Двигатели летательных аппаратов
Бакалавриат,"Инженерное дело, технологии и технические науки",25.00.00,Аэронавигация и эксплуатация авиационной и ракетно-космической техники,25.03.01,Техническая эксплуатация летательных аппаратов и двигателей
Бакалавриат,"Инженерное дело, технологии и технические науки",25.00.00,Аэронавигация и эксплуатация авиационной и ракетно-космической техники,25.03.02,Техническая эксплуатация авиационных электросистем и пилотажно-навигационных комплексов
Бакалавриат,"Инженерное дело, технологии и технические науки",25.00.00,Аэронавигация и эксплуатация авиационной и ракетно-космической техники,25.03.03,Аэронавигация
Бакалавриат,"Инженерное дело, технологии и технические науки",25.00.00,Аэронавигация и эксплуатация авиационной и ракетно-космической техники,25.03.04,Эксплуатация аэропортов и обеспечение полетов воздушных судов
Бакалавриат,"Инженерное дело, технологии и технические науки",26.00.00,Техника и технологии кораблестроения и водного транспорта,26.03.01,Управление водным транспортом и гидрографическое обеспечение судоходства
Бакалавриат,"Инженерное дело, технологии и технические науки",26.00.00,Техника и технологии кораблестроения и водного транспорта,26.03.02,"Кораблестроение, океанотехника и системотехника объектов морской инфраструктуры"
Бакалавриат,"Инженерное дело, технологии и технические науки",26.00.00,Техника и технологии кораблестроения и водного транспорта,26.03.03,"Водные пути, порты и гидротехнические сооружения"
Бакалавриат,"Инженерное дело, технологии и технические науки",26.00.00,Техника и технологии кораблестроения и водного транспорта,26.03.04,Инженерно-экономическое обеспечение технологий и бизнес-процессов водного транспорта
Бакалавриат,"Инженерное дело, технологии и технические науки",27.00.00,Управление в технических системах,27.03.01,Стандартизация и метрология
Бакалавриат,"Инженерное дело, технологии и технические науки",26.00.00,Техника и технологии кораблестроения и водного транспорта,27.03.02,Управление качеством
Бакалавриат,"Инженерное дело, технологии и технические науки",26.00.00,Техника и технологии кораблестроения и водного транспорта,27.03.03,Системный анализ и управление
Бакалавриат,"Инженерное дело, технологии и технические науки",26.00.00,Техника и технологии кораблестроения и водного транспорта,27.03.04,Управление в технических системах
Бакалавриат,"Инженерное дело, технологии и технические науки",26.00.00,Техника и технологии кораблестроения и водного транспорта,27.03.05,Инноватика
Бакалавриат,"Инженерное дело, технологии и технические науки",28.00.00,Нанотехнологии и наноматериалы,28.03.01,Нанотехнологии и микросистемная техника
Бакалавриат,"Инженерное дело, технологии и технические науки",28.00.00,Нанотехнологии и наноматериалы,28.03.02,Наноинженерия
Бакалавриат,"Инженерное дело, технологии и технические науки",28.00.00,Нанотехнологии и наноматериалы,28.03.03,Наноматериалы
Бакалавриат,"Инженерное дело, технологии и технические науки",29.00.00,Технологии легкой промышленности,29.03.01,Технология изделий легкой промышленности
Бакалавриат,"Инженерное дело, технологии и технические науки",29.00.00,Технологии легкой промышленности,29.03.02,Технологии и проектирование текстильных изделий
Бакалавриат,"Инженерное дело, технологии и технические науки",29.00.00,Технологии легкой промышленности,29.03.03,Технология полиграфического и упаковочного производства
Бакалавриат,"Инженерное дело, технологии и технические науки",29.00.00,Технологии легкой промышленности,29.03.04,Технология художественной обработки материалов
Бакалавриат,"Инженерное дело, технологии и технические науки",29.00.00,Технологии легкой промышленности,29.03.05,Конструирование изделий легкой промышленности
Бакалавриат,Здравоохранение и медицинские науки,34.00.00,Сестринское дело,34.03.01,Сестринское дело
Бакалавриат,Сельское хозяйство и сельскохозяйственные науки,35.00.00,"Сельское, лесное и рыбное хозяйство",35.03.01,Лесное дело
Бакалавриат,Сельское хозяйство и сельскохозяйственные науки,35.00.00,"Сельское, лесное и рыбное хозяйство",35.03.02,Технология лесозаготовительных и деревоперерабатывающих производств
Бакалавриат,Сельское хозяйство и сельскохозяйственные науки,35.00.00,"Сельское, лесное и рыбное хозяйство",35.03.03,Агрохимия и агропочвоведение
Бакалавриат,Сельское хозяйство и сельскохозяйственные науки,35.00.00,"Сельское, лесное и рыбное хозяйство",35.03.04,Агрономия
Бакалавриат,Сельское хозяйство и сельскохозяйственные науки,35.00.00,"Сельское, лесное и рыбное хозяйство",35.03.05,Садоводство
Бакалавриат,Сельское хозяйство и сельскохозяйственные науки,35.00.00,"Сельское, лесное и рыбное хозяйство",35.03.06,Агроинженерия
Бакалавриат,Сельское хозяйство и сельскохозяйственные науки,35.00.00,"Сельское, лесное и рыбное хозяйство",35.03.07,Технология производства и переработки сельскохозяйственной продукции
Бакалавриат,Сельское хозяйство и сельскохозяйственные науки,35.00.00,"Сельское, лесное и рыбное хозяйство",35.03.08,Водные биоресурсы и аквакультура
Бакалавриат,Сельское хозяйство и сельскохозяйственные науки,35.00.00,"Сельское, лесное и рыбное хозяйство",35.03.09,Промышленное рыболовство
Бакалавриат,Сельское хозяйство и сельскохозяйственные науки,35.00.00,"Сельское, лесное и рыбное хозяйство",35.03.10,Ландшафтная архитектура
Бакалавриат,Сельское хозяйство и сельскохозяйственные науки,35.00.00,"Сельское, лесное и рыбное хозяйство",35.03.11,Гидромелиорация
Бакалавриат,Сельское хозяйство и сельскохозяйственные науки,36.00.00,Ветеринария и зоотехния,36.03.01,Ветеринарно-санитарная экспертиза
Бакалавриат,Сельское хозяйство и сельскохозяйственные науки,36.00.00,Ветеринария и зоотехния,36.03.02,Зоотехния
Бакалавриат,Науки об обществе,37.00.00,Психологические науки,37.03.01,Психология
Бакалавриат,Науки об обществе,37.00.00,Психологические науки,37.03.02,Конфликтология
Бакалавриат,Науки об обществе,37.00.00,Психологические науки,38.03.01,Экономика
Бакалавриат,Науки об обществе,38.00.00,Экономика и управление,38.03.02,Менеджмент
Бакалавриат,Науки об обществе,38.00.00,Экономика и управление,38.03.03,Управление персоналом
Бакалавриат,Науки об обществе,38.00.00,Экономика и управление,38.03.04,Государственное и муниципальное управление
Бакалавриат,Науки об обществе,38.00.00,Экономика и управление,38.03.05,Бизнес-информатика
Бакалавриат,Науки об обществе,38.00.00,Экономика и управление,38.03.06,Торговое дело
Бакалавриат,Науки об обществе,38.00.00,Экономика и управление,38.03.07,Товароведение
Бакалавриат,Науки об обществе,38.00.00,Экономика и управление,38.03.10,Жилищное хозяйство и коммунальная инфраструктура
Бакалавриат,Науки об обществе,39.00.00,Социология и социальная работа,39.03.01,Социология
Бакалавриат,Науки об обществе,39.00.00,Социология и социальная работа,39.03.02,Социальная работа
Бакалавриат,Науки об обществе,39.00.00,Социология и социальная работа,39.03.03,Организация работы с молодежью
Бакалавриат,Науки об обществе,40.00.00,Юриспруденция,40.03.01,Юриспруденция
Бакалавриат,Науки об обществе,40.00.00,Юриспруденция,40.03.02,Обеспечение законности и правопорядка
Бакалавриат,Науки об обществе,41.00.00,Политические науки и регионоведение,41.03.01,Зарубежное регионоведение
Бакалавриат,Науки об обществе,41.00.00,Политические науки и регионоведение,41.03.02,Регионоведение России
Бакалавриат,Науки об обществе,41.00.00,Политические науки и регионоведение,41.03.03,Востоковедение и африканистика
Бакалавриат,Науки об обществе,41.00.00,Политические науки и регионоведение,41.03.04,Политология
Бакалавриат,Науки об обществе,41.00.00,Политические науки и регионоведение,41.03.05,Международные отношения
Бакалавриат,Науки об обществе,41.00.00,Политические науки и регионоведение,41.03.06,Публичная политика и социальные науки
Бакалавриат,Науки об обществе,42.00.00,Средства массовой информации и информационно-библиотечное дело,42.03.01,Реклама и связи с общественностью
Бакалавриат,Науки об обществе,42.00.00,Средства массовой информации и информационно-библиотечное дело,42.03.02,Журналистика
Бакалавриат,Науки об обществе,42.00.00,Средства массовой информации и информационно-библиотечное дело,42.03.03,Издательское дело
Бакалавриат,Науки об обществе,42.00.00,Средства массовой информации и информационно-библиотечное дело,42.03.04,Телевидение
Бакалавриат,Науки об обществе,42.00.00,Средства массовой информации и информационно-библиотечное дело,42.03.05,Медиакоммуникации
Бакалавриат,Науки об обществе,43.00.00,Сервис и туризм,43.03.01,Сервис
Бакалавриат,Науки об обществе,43.00.00,Сервис и туризм,43.03.02,Туризм
Бакалавриат,Науки об обществе,43.00.00,Сервис и туризм,43.03.03,Гостиничное дело
Бакалавриат,Образование и педагогические науки,44.00.00,Образование и педагогические науки,44.03.01,Педагогическое образование
Бакалавриат,Образование и педагогические науки,44.00.00,Образование и педагогические науки,44.03.02,Психолого-педагогическое образование
Бакалавриат,Образование и педагогические науки,44.00.00,Образование и педагогические науки,44.03.03,Специальное (дефектологическое) образование
Бакалавриат,Образование и педагогические науки,44.00.00,Образование и педагогические науки,44.03.04,Профессиональное обучение (по отраслям)
Бакалавриат,Образование и педагогические науки,44.00.00,Образование и педагогические науки,44.03.05,Педагогическое образование (с двумя профилями подготовки)
Бакалавриат,Гуманитарные науки,45.00.00,Языкознание и литературоведение,45.03.01,Филология
Бакалавриат,Гуманитарные науки,45.00.00,Языкознание и литературоведение,45.03.02,Лингвистика
Бакалавриат,Гуманитарные науки,45.00.00,Языкознание и литературоведение,45.03.03,Фундаментальная и прикладная лингвистика
Бакалавриат,Гуманитарные науки,45.00.00,Языкознание и литературоведение,45.03.04,Интеллектуальные системы в гуманитарной сфере
Бакалавриат,Гуманитарные науки,46.00.00,История и археология,46.03.01,История
Бакалавриат,Гуманитарные науки,46.00.00,История и археология,46.03.02,Документоведение и архивоведение
Бакалавриат,Гуманитарные науки,46.00.00,История и археология,46.03.03,Антропология и этнология
Бакалавриат,Гуманитарные науки,46.00.00,История и археология,46.03.04,Археология
Бакалавриат,Гуманитарные науки,47.00.00,"Философия, этика и религиоведение",47.03.01,Философия
Бакалавриат,Гуманитарные науки,47.00.00,"Философия, этика и религиоведение",47.03.02,Прикладная этика
Бакалавриат,Гуманитарные науки,47.00.00,"Философия, этика и религиоведение",47.03.03,Религиоведение
Бакалавриат,Гуманитарные науки,48.00.00,Теология,48.03.01,Теология
Бакалавриат,Гуманитарные науки,49.00.00,Физическая культура и спорт,49.03.01,Физическая культура
